win,lose,probability
Memphis Grizzlies,Brooklyn Nets,0.8017623244072722
Charlotte Hornets,Philadelphia 76ers,0.9269889138633934
Boston Celtics,Dallas Mavericks,0.6697888731204126
Golden State Warriors,Denver Nuggets,0.9162874372737474
San Antonio Spurs,Indiana Pacers,0.8147520682092313
Miami Heat,Orlando Magic,0.6757973906070543
Detroit Pistons,Milwaukee Bucks,0.6869243111491699
New Orleans Pelicans,Phoenix Suns,0.6724900715949489
Atlanta Hawks,Portland Trail Blazers,0.5312021549543031
Los Angeles Clippers,Utah Jazz,0.6878395080771208
Oklahoma City Thunder,Washington Wizards,0.7449291121495313
Toronto Raptors,Chicago Bulls,0.7137055344265861
Sacramento Kings,Los Angeles Lakers,0.8314028359889362
Cleveland Cavaliers,Minnesota Timberwolves,0.8612943635233119
Boston Celtics,Philadelphia 76ers,0.938186416965729
Milwaukee Bucks,Brooklyn Nets,0.705708198425613
Cleveland Cavaliers,Indiana Pacers,0.6910280670760459
Denver Nuggets,Minnesota Timberwolves,0.5669562415759412
Detroit Pistons,Dallas Mavericks,0.5264755641773026
Golden State Warriors,Sacramento Kings,0.9054251974843971
Miami Heat,Houston Rockets,0.6237422459211222
Los Angeles Clippers,Atlanta Hawks,0.52231798206255
Memphis Grizzlies,New Orleans Pelicans,0.6261264640776563
Oklahoma City Thunder,New York Knicks,0.8569713003701445
San Antonio Spurs,Orlando Magic,0.8955635311546708
Phoenix Suns,Los Angeles Lakers,0.5944691793680305
Toronto Raptors,Charlotte Hornets,0.5938471167731217
Portland Trail Blazers,Utah Jazz,0.6497070029786145
Boston Celtics,Chicago Bulls,0.632472588977361
Indiana Pacers,Washington Wizards,0.5367880310433946
Cleveland Cavaliers,New York Knicks,0.8415821394926831
Charlotte Hornets,Detroit Pistons,0.5927924707478233
Golden State Warriors,Los Angeles Clippers,0.7371514349021645
Houston Rockets,New Orleans Pelicans,0.6879891668512059
Portland Trail Blazers,Orlando Magic,0.7391517039517709
Sacramento Kings,Denver Nuggets,0.5074270049516855
Miami Heat,Atlanta Hawks,0.5236222185576433
Chicago Bulls,Phoenix Suns,0.7718562047340713
Denver Nuggets,Brooklyn Nets,0.6998809426239468
Indiana Pacers,Memphis Grizzlies,0.5856902581568105
San Antonio Spurs,Los Angeles Clippers,0.7395914651058314
Utah Jazz,Milwaukee Bucks,0.660734705493558
Dallas Mavericks,Minnesota Timberwolves,0.6781600264347936
Oklahoma City Thunder,Los Angeles Lakers,0.9507843834871491
Washington Wizards,Philadelphia 76ers,0.9366775229995057
Toronto Raptors,Boston Celtics,0.5925158490960974
Cleveland Cavaliers,Chicago Bulls,0.7299311174402524
Dallas Mavericks,New Orleans Pelicans,0.6166409223609247
Golden State Warriors,Brooklyn Nets,0.9591364597331833
Houston Rockets,Minnesota Timberwolves,0.6800760829355653
Miami Heat,Indiana Pacers,0.5370119670708178
New York Knicks,Philadelphia 76ers,0.8111947859972696
Atlanta Hawks,Orlando Magic,0.7341335158970326
Charlotte Hornets,Sacramento Kings,0.7371282546174466
Memphis Grizzlies,Denver Nuggets,0.5952004929513725
Boston Celtics,Detroit Pistons,0.5941234537533615
Los Angeles Clippers,Charlotte Hornets,0.5335802253489823
San Antonio Spurs,Los Angeles Lakers,0.977210986732021
Milwaukee Bucks,Phoenix Suns,0.6449241944669238
Oklahoma City Thunder,New Orleans Pelicans,0.8651961349802163
Toronto Raptors,Portland Trail Blazers,0.5766002933575489
Utah Jazz,Washington Wizards,0.5305552139180085
Atlanta Hawks,Boston Celtics,0.5144091541900536
Cleveland Cavaliers,Milwaukee Bucks,0.8498604501957234
Miami Heat,Dallas Mavericks,0.6586652682682237
Indiana Pacers,Houston Rockets,0.5760770668723565
Toronto Raptors,New York Knicks,0.8389749549643216
Golden State Warriors,Philadelphia 76ers,0.9890431665684815
Sacramento Kings,Minnesota Timberwolves,0.5677925413553812
Chicago Bulls,Denver Nuggets,0.6279619749070852
Portland Trail Blazers,Detroit Pistons,0.6098260406389746
Charlotte Hornets,Los Angeles Lakers,0.9295668283157242
Memphis Grizzlies,Phoenix Suns,0.7492752710977378
Oklahoma City Thunder,Utah Jazz,0.7640259437264342
Golden State Warriors,Washington Wizards,0.8779956182888595
Atlanta Hawks,Dallas Mavericks,0.5848223819488365
Cleveland Cavaliers,Boston Celtics,0.6483264847548433
Los Angeles Clippers,Houston Rockets,0.6719915904243033
Miami Heat,Philadelphia 76ers,0.9332345208102691
Denver Nuggets,Milwaukee Bucks,0.5246143698859531
Detroit Pistons,New Orleans Pelicans,0.7310299728400562
Orlando Magic,New York Knicks,0.5343825633028448
Sacramento Kings,Brooklyn Nets,0.700596100300837
San Antonio Spurs,Indiana Pacers,0.7874190578925019
Toronto Raptors,Washington Wizards,0.6963823877652823
Utah Jazz,Minnesota Timberwolves,0.6807572781032121
Golden State Warriors,Chicago Bulls,0.8694109617356891
Charlotte Hornets,Phoenix Suns,0.8694945881700697
Oklahoma City Thunder,Portland Trail Blazers,0.6309699502322903
Cleveland Cavaliers,Atlanta Hawks,0.67659156684357
Memphis Grizzlies,Dallas Mavericks,0.5131762853395947
Boston Celtics,Los Angeles Lakers,0.9299271631041354
Los Angeles Clippers,Milwaukee Bucks,0.802610267809595
San Antonio Spurs,New Orleans Pelicans,0.9276935446895773
Miami Heat,Orlando Magic,0.7162920809107598
New York Knicks,Philadelphia 76ers,0.8845339258064879
Oklahoma City Thunder,Phoenix Suns,0.9131802120811267
Utah Jazz,Brooklyn Nets,0.7915909038969384
Toronto Raptors,Washington Wizards,0.7293394039612844
Los Angeles Clippers,Chicago Bulls,0.685824164669953
Charlotte Hornets,Denver Nuggets,0.7377879082488247
Houston Rockets,Memphis Grizzlies,0.5247726287640947
Cleveland Cavaliers,Miami Heat,0.6668664514427609
Toronto Raptors,Milwaukee Bucks,0.8228052690881906
Detroit Pistons,Philadelphia 76ers,0.9410758359773914
Portland Trail Blazers,Brooklyn Nets,0.858325934233095
San Antonio Spurs,Minnesota Timberwolves,0.9145303258217464
Atlanta Hawks,Indiana Pacers,0.5260298836987429
Oklahoma City Thunder,Dallas Mavericks,0.7610263902839735
New Orleans Pelicans,Los Angeles Lakers,0.8026636180526467
Golden State Warriors,New York Knicks,0.9329511892406488
Boston Celtics,Phoenix Suns,0.870119310950181
Utah Jazz,Sacramento Kings,0.6314221461131331
Washington Wizards,Orlando Magic,0.5533447040569278
Golden State Warriors,Atlanta Hawks,0.8171803105242125
Charlotte Hornets,Indiana Pacers,0.5130418214057836
Cleveland Cavaliers,Miami Heat,0.6470636597602021
Sacramento Kings,Denver Nuggets,0.512510029045621
Detroit Pistons,Chicago Bulls,0.5142352811609947
Los Angeles Clippers,Boston Celtics,0.53220702648939
Memphis Grizzlies,Brooklyn Nets,0.7720353958941011
Orlando Magic,New York Knicks,0.5343825633028448
Milwaukee Bucks,Philadelphia 76ers,0.8778927349965457
San Antonio Spurs,Houston Rockets,0.8387539755133259
Utah Jazz,New Orleans Pelicans,0.6525657606266108
Dallas Mavericks,Los Angeles Lakers,0.8288155160240427
Oklahoma City Thunder,Portland Trail Blazers,0.6481796660021324
Washington Wizards,Phoenix Suns,0.8094221476826264
Atlanta Hawks,Brooklyn Nets,0.8509805746254059
Washington Wizards,Denver Nuggets,0.6420482155536822
Golden State Warriors,Boston Celtics,0.7805791827361996
Utah Jazz,Houston Rockets,0.5142590387677144
Indiana Pacers,Detroit Pistons,0.5176788194043047
Charlotte Hornets,Miami Heat,0.523686167592698
New York Knicks,Milwaukee Bucks,0.5127699175600967
Los Angeles Clippers,Minnesota Timberwolves,0.8130874513944673
Toronto Raptors,New Orleans Pelicans,0.8518954842163922
Chicago Bulls,Orlando Magic,0.6313532400748518
San Antonio Spurs,Sacramento Kings,0.8860238949056981
Cleveland Cavaliers,Detroit Pistons,0.7260656830725203
Los Angeles Clippers,Memphis Grizzlies,0.7119225632950659
San Antonio Spurs,Oklahoma City Thunder,0.6215806638192258
Phoenix Suns,Los Angeles Lakers,0.5944691793680305
Portland Trail Blazers,Philadelphia 76ers,0.9341653465012503
Toronto Raptors,Atlanta Hawks,0.6259891749061443
Chicago Bulls,Houston Rockets,0.5113382742653586
Charlotte Hornets,Orlando Magic,0.6543882068978297
Dallas Mavericks,Brooklyn Nets,0.764861496384273
Boston Celtics,Denver Nuggets,0.7388537462698379
Indiana Pacers,Milwaukee Bucks,0.7142688649233901
Golden State Warriors,Minnesota Timberwolves,0.9299088480917221
Washington Wizards,Sacramento Kings,0.6412648181466061
Charlotte Hornets,New Orleans Pelicans,0.7283115185899819
Dallas Mavericks,Phoenix Suns,0.7416248295319511
Detroit Pistons,New York Knicks,0.6754042382754696
Los Angeles Clippers,Philadelphia 76ers,0.94618110625712
Atlanta Hawks,Memphis Grizzlies,0.6696463041915677
Toronto Raptors,Miami Heat,0.6156069075069307
Milwaukee Bucks,Minnesota Timberwolves,0.5360879060713698
Oklahoma City Thunder,Utah Jazz,0.7640259437264342
Cleveland Cavaliers,Orlando Magic,0.8277458645624136
Portland Trail Blazers,Washington Wizards,0.5915698132059144
Sacramento Kings,Denver Nuggets,0.5074270049516855
Golden State Warriors,San Antonio Spurs,0.5725188320624482
Boston Celtics,Chicago Bulls,0.6034874302027773
New York Knicks,Brooklyn Nets,0.7187136066971661
Cleveland Cavaliers,Houston Rockets,0.7593383195779708
Miami Heat,Indiana Pacers,0.5642570213960155
Los Angeles Lakers,Philadelphia 76ers,0.5379845826468089
Portland Trail Blazers,Phoenix Suns,0.8773484735354886
Charlotte Hornets,Chicago Bulls,0.5600887482073832
Denver Nuggets,Los Angeles Lakers,0.7763405508170923
Memphis Grizzlies,Milwaukee Bucks,0.6248810440068026
Washington Wizards,Minnesota Timberwolves,0.6849499071778701
Orlando Magic,Sacramento Kings,0.5502684379277736
San Antonio Spurs,Atlanta Hawks,0.7351889201031635
Toronto Raptors,Dallas Mavericks,0.70295621959242
Los Angeles Clippers,Utah Jazz,0.6878395080771208
Oklahoma City Thunder,Brooklyn Nets,0.9243478834679966
Cleveland Cavaliers,Detroit Pistons,0.7181612520425731
Golden State Warriors,Philadelphia 76ers,0.9821343359710211
Portland Trail Blazers,New Orleans Pelicans,0.8091471362584426
Indiana Pacers,New York Knicks,0.7371792534272613
Boston Celtics,Minnesota Timberwolves,0.7843985342694788
Chicago Bulls,Memphis Grizzlies,0.5278895202334328
Detroit Pistons,Utah Jazz,0.5292793486835985
Houston Rockets,Los Angeles Lakers,0.8493030013930819
Charlotte Hornets,Indiana Pacers,0.5751315194080407
Los Angeles Clippers,Milwaukee Bucks,0.7868824833421512
Miami Heat,New Orleans Pelicans,0.7469125061624958
Sacramento Kings,Phoenix Suns,0.7134185051237609
San Antonio Spurs,Portland Trail Blazers,0.730122331280127
Dallas Mavericks,Washington Wizards,0.5333562531920658
Atlanta Hawks,Memphis Grizzlies,0.6248241114738148
Cleveland Cavaliers,Utah Jazz,0.7416511434170177
Los Angeles Clippers,Denver Nuggets,0.7820833834697011
Golden State Warriors,Orlando Magic,0.8912818282481683
New York Knicks,Brooklyn Nets,0.6471968000561709
Oklahoma City Thunder,Toronto Raptors,0.5191678533605766
Boston Celtics,Brooklyn Nets,0.8861352741848582
Toronto Raptors,Detroit Pistons,0.6795378350292949
Milwaukee Bucks,Los Angeles Lakers,0.8035043938596578
Miami Heat,Minnesota Timberwolves,0.7701450496185985
Houston Rockets,New Orleans Pelicans,0.6879891668512059
Dallas Mavericks,Philadelphia 76ers,0.9347963650708714
Orlando Magic,Phoenix Suns,0.744055902714164
Chicago Bulls,Washington Wizards,0.5455405296271971
Portland Trail Blazers,Atlanta Hawks,0.5523031353780622
Utah Jazz,Chicago Bulls,0.5111354947311195
Charlotte Hornets,Washington Wizards,0.5644597619013623
Houston Rockets,Denver Nuggets,0.6110717569083912
Golden State Warriors,Milwaukee Bucks,0.9202884905566655
Cleveland Cavaliers,Los Angeles Clippers,0.6141302839450806
San Antonio Spurs,Memphis Grizzlies,0.86292071604871
Oklahoma City Thunder,Sacramento Kings,0.8411165161781058
Dallas Mavericks,Brooklyn Nets,0.8270437606221477
Detroit Pistons,Phoenix Suns,0.7990910452581299
Cleveland Cavaliers,Los Angeles Lakers,0.960047252767391
Portland Trail Blazers,Miami Heat,0.5413739951793994
Minnesota Timberwolves,New Orleans Pelicans,0.5173610946393474
Boston Celtics,Philadelphia 76ers,0.9589029287755143
San Antonio Spurs,Sacramento Kings,0.8860238949056981
Toronto Raptors,Indiana Pacers,0.6509066950275304
Boston Celtics,Washington Wizards,0.6077292400928953
Atlanta Hawks,Charlotte Hornets,0.5587641193760706
Houston Rockets,Denver Nuggets,0.62503647856527
Indiana Pacers,Utah Jazz,0.5473461909759578
Los Angeles Clippers,New York Knicks,0.7760467788997769
Golden State Warriors,Oklahoma City Thunder,0.6629194179162728
Orlando Magic,Philadelphia 76ers,0.8534326335342299
Detroit Pistons,Brooklyn Nets,0.8419458448949686
Golden State Warriors,Dallas Mavericks,0.8869694083804274
Los Angeles Clippers,Los Angeles Lakers,0.9439273227981169
Miami Heat,Phoenix Suns,0.8404163010091666
San Antonio Spurs,Minnesota Timberwolves,0.917224590901834
Memphis Grizzlies,New Orleans Pelicans,0.6735800410284913
Portland Trail Blazers,Milwaukee Bucks,0.7487455207070117
Toronto Raptors,Chicago Bulls,0.6926143479833228
Boston Celtics,Indiana Pacers,0.557414224850792
Detroit Pistons,Chicago Bulls,0.54084836913962
Cleveland Cavaliers,Denver Nuggets,0.8366804377733107
Oklahoma City Thunder,Philadelphia 76ers,0.9681513342485314
Charlotte Hornets,Orlando Magic,0.7252200548703669
Sacramento Kings,Milwaukee Bucks,0.5350962223340211
Utah Jazz,New York Knicks,0.6368134808849777
Atlanta Hawks,Washington Wizards,0.6593364046223538
Phoenix Suns,Brooklyn Nets,0.5720444477344541
Los Angeles Clippers,Dallas Mavericks,0.7201205798934778
Toronto Raptors,Miami Heat,0.6156069075069307
Portland Trail Blazers,New York Knicks,0.7366198070472698
San Antonio Spurs,Memphis Grizzlies,0.8475223584459698
Boston Celtics,Phoenix Suns,0.8511543972454707
Chicago Bulls,Philadelphia 76ers,0.8997963368380828
Cleveland Cavaliers,Charlotte Hornets,0.6878713524394712
Golden State Warriors,Sacramento Kings,0.9054251974843971
Houston Rockets,New Orleans Pelicans,0.6518551744010685
Indiana Pacers,Denver Nuggets,0.6809164805083211
Minnesota Timberwolves,Los Angeles Lakers,0.7817865961498809
Atlanta Hawks,Milwaukee Bucks,0.7693305696948275
Detroit Pistons,Orlando Magic,0.6449560765448752
Washington Wizards,Brooklyn Nets,0.7800722387176618
Cleveland Cavaliers,Washington Wizards,0.7334177813879178
Toronto Raptors,Dallas Mavericks,0.7460851802238784
Los Angeles Clippers,Utah Jazz,0.6518761676647111
Portland Trail Blazers,Minnesota Timberwolves,0.7727960598198059
San Antonio Spurs,New York Knicks,0.8979411709592043
Atlanta Hawks,Brooklyn Nets,0.8509805746254059
Boston Celtics,Miami Heat,0.50797465549708
Charlotte Hornets,Phoenix Suns,0.8270966475266086
Denver Nuggets,New Orleans Pelicans,0.5355712371724269
Golden State Warriors,Memphis Grizzlies,0.8725346421026126
Oklahoma City Thunder,Houston Rockets,0.7323200995656585
Indiana Pacers,Philadelphia 76ers,0.9190468807820176
Los Angeles Clippers,Sacramento Kings,0.7537986420165594
Portland Trail Blazers,Los Angeles Lakers,0.9340796175729559
Chicago Bulls,Milwaukee Bucks,0.6741169524539907
Oklahoma City Thunder,Dallas Mavericks,0.7610263902839735
Detroit Pistons,New York Knicks,0.7111405430537361
Memphis Grizzlies,Sacramento Kings,0.5943793403655344
San Antonio Spurs,Cleveland Cavaliers,0.6146905618286868
Toronto Raptors,Orlando Magic,0.7701631299925656
Utah Jazz,New Orleans Pelicans,0.6525657606266108
Atlanta Hawks,Phoenix Suns,0.834411846728085
Brooklyn Nets,Philadelphia 76ers,0.6650640844068508
Charlotte Hornets,Milwaukee Bucks,0.7272582148007609
Miami Heat,Detroit Pistons,0.5820415047830511
Golden State Warriors,Houston Rockets,0.8708238709013094
Indiana Pacers,Minnesota Timberwolves,0.731280097196298
Washington Wizards,Los Angeles Lakers,0.8937676112324049
Portland Trail Blazers,Denver Nuggets,0.727311938872785
Boston Celtics,Milwaukee Bucks,0.761196647871953
Los Angeles Clippers,Washington Wizards,0.6421621763448692
Indiana Pacers,Memphis Grizzlies,0.6030665343150096
Dallas Mavericks,New Orleans Pelicans,0.7092811909505302
Miami Heat,New York Knicks,0.7738416546265123
Oklahoma City Thunder,Orlando Magic,0.8064499683648827
Atlanta Hawks,Philadelphia 76ers,0.9604383062944966
Utah Jazz,Sacramento Kings,0.6314221461131331
Golden State Warriors,San Antonio Spurs,0.5725188320624482
Toronto Raptors,Charlotte Hornets,0.5938471167731217
Cleveland Cavaliers,Chicago Bulls,0.7570462056692597
Detroit Pistons,Brooklyn Nets,0.8184248969608872
Minnesota Timberwolves,Los Angeles Lakers,0.7411813576753268
Los Angeles Clippers,Phoenix Suns,0.8947158758939634
Portland Trail Blazers,Houston Rockets,0.6231416044142973
Boston Celtics,Orlando Magic,0.6935736134388004
Charlotte Hornets,Denver Nuggets,0.7047145186811791
Cleveland Cavaliers,Philadelphia 76ers,0.9642252016705862
Golden State Warriors,Houston Rockets,0.8649754617447735
Dallas Mavericks,Memphis Grizzlies,0.5448468646406395
Miami Heat,New York Knicks,0.7336921513767647
Detroit Pistons,Milwaukee Bucks,0.6869243111491699
Sacramento Kings,New Orleans Pelicans,0.5960338112510336
San Antonio Spurs,Oklahoma City Thunder,0.6215806638192258
Toronto Raptors,Indiana Pacers,0.6509066950275304
Washington Wizards,Utah Jazz,0.5240949034708438
Orlando Magic,Brooklyn Nets,0.7715354424165938
Atlanta Hawks,Chicago Bulls,0.6416457686721897
Los Angeles Clippers,Los Angeles Lakers,0.9178504280363671
Sacramento Kings,Minnesota Timberwolves,0.5603048863467854
Portland Trail Blazers,Phoenix Suns,0.8424226718707636
Atlanta Hawks,Brooklyn Nets,0.8900775944700345
Cleveland Cavaliers,Indiana Pacers,0.6910280670760459
Golden State Warriors,Washington Wizards,0.8487459505930455
Memphis Grizzlies,Los Angeles Lakers,0.873366485196682
Miami Heat,Denver Nuggets,0.7243195409952918
Dallas Mavericks,Milwaukee Bucks,0.6632520073463357
Chicago Bulls,New Orleans Pelicans,0.7192895798336816
Boston Celtics,New York Knicks,0.7824515368195418
Oklahoma City Thunder,Charlotte Hornets,0.6642087778396774
Houston Rockets,Phoenix Suns,0.7881507157987524
San Antonio Spurs,Utah Jazz,0.82622071185172
Toronto Raptors,Philadelphia 76ers,0.9573923006023913
Cleveland Cavaliers,Orlando Magic,0.8007734546616166
Golden State Warriors,Minnesota Timberwolves,0.9294654836217119
Toronto Raptors,Indiana Pacers,0.6635034945216798
Denver Nuggets,New Orleans Pelicans,0.5775228163750513
Chicago Bulls,New York Knicks,0.6988895826291328
Oklahoma City Thunder,Milwaukee Bucks,0.8645748387460735
Brooklyn Nets,Philadelphia 76ers,0.7795597441722473
Dallas Mavericks,Sacramento Kings,0.6340364782954915
San Antonio Spurs,Memphis Grizzlies,0.8475223584459698
Portland Trail Blazers,Utah Jazz,0.6497070029786145
Charlotte Hornets,Washington Wizards,0.6491138469009721
Cleveland Cavaliers,Boston Celtics,0.6483264847548433
Miami Heat,Charlotte Hornets,0.5365829847429031
Toronto Raptors,Detroit Pistons,0.6795378350292949
Houston Rockets,Denver Nuggets,0.62503647856527
Los Angeles Clippers,Dallas Mavericks,0.6493187898855438
Oklahoma City Thunder,Memphis Grizzlies,0.7536166075397314
Golden State Warriors,Phoenix Suns,0.962850067688049
San Antonio Spurs,Los Angeles Lakers,0.9659496815617188
Boston Celtics,Atlanta Hawks,0.5360467877362439
Indiana Pacers,Milwaukee Bucks,0.7045152390911296
Washington Wizards,New York Knicks,0.6951390366554067
Orlando Magic,Brooklyn Nets,0.7131493439947413
Chicago Bulls,Philadelphia 76ers,0.9377227640615922
Portland Trail Blazers,Minnesota Timberwolves,0.7727960598198059
Cleveland Cavaliers,Atlanta Hawks,0.6263531086905882
San Antonio Spurs,Dallas Mavericks,0.8676206965605981
Denver Nuggets,New Orleans Pelicans,0.5355712371724269
Detroit Pistons,Houston Rockets,0.5439514526659286
Sacramento Kings,Los Angeles Lakers,0.8314028359889362
Memphis Grizzlies,New York Knicks,0.6098920634599945
Oklahoma City Thunder,Phoenix Suns,0.9131802120811267
Toronto Raptors,Miami Heat,0.6045007573553133
Utah Jazz,Minnesota Timberwolves,0.6807572781032121
Chicago Bulls,Brooklyn Nets,0.8339471446269255
Boston Celtics,Charlotte Hornets,0.5489606966649234
Golden State Warriors,New Orleans Pelicans,0.9206776373148312
Indiana Pacers,Orlando Magic,0.6742278156739687
Milwaukee Bucks,Philadelphia 76ers,0.8778927349965457
Portland Trail Blazers,Utah Jazz,0.6018055805799154
San Antonio Spurs,Los Angeles Clippers,0.6948636244427145
Miami Heat,Washington Wizards,0.6389441764692663
Cleveland Cavaliers,Atlanta Hawks,0.67659156684357
Oklahoma City Thunder,Denver Nuggets,0.8162439152219991
Minnesota Timberwolves,Los Angeles Lakers,0.7817865961498809
Detroit Pistons,Memphis Grizzlies,0.5714647537607105
Toronto Raptors,New York Knicks,0.8389749549643216
Dallas Mavericks,Phoenix Suns,0.8045493825178992
Houston Rockets,Sacramento Kings,0.6102617181610048
Boston Celtics,Brooklyn Nets,0.8663162660525024
Chicago Bulls,Orlando Magic,0.5724900985973451
Detroit Pistons,Washington Wizards,0.5186703616836562
Golden State Warriors,Utah Jazz,0.8541258635214865
Los Angeles Clippers,Houston Rockets,0.6719915904243033
Cleveland Cavaliers,Miami Heat,0.6668664514427609
Charlotte Hornets,Milwaukee Bucks,0.7612133109596204
Indiana Pacers,Philadelphia 76ers,0.9479057995348941
San Antonio Spurs,Portland Trail Blazers,0.7787072304415912
Charlotte Hornets,Atlanta Hawks,0.5346745178038832
Dallas Mavericks,Denver Nuggets,0.588820665175941
New Orleans Pelicans,Los Angeles Lakers,0.8026636180526467
Oklahoma City Thunder,Minnesota Timberwolves,0.843361214044843
Sacramento Kings,Phoenix Suns,0.6737178302022829
Boston Celtics,Milwaukee Bucks,0.761196647871953
Chicago Bulls,Brooklyn Nets,0.7931324323404711
Cleveland Cavaliers,Toronto Raptors,0.5462840934701509
Golden State Warriors,Los Angeles Lakers,0.9721731039832511
Houston Rockets,Minnesota Timberwolves,0.6800760829355653
Atlanta Hawks,Indiana Pacers,0.5861352161994875
Los Angeles Clippers,Sacramento Kings,0.7537986420165594
Dallas Mavericks,Memphis Grizzlies,0.5448468646406395
Miami Heat,Washington Wizards,0.5879317706549335
New York Knicks,Philadelphia 76ers,0.8111947859972696
Oklahoma City Thunder,Denver Nuggets,0.8510566638224849
Detroit Pistons,Orlando Magic,0.6449560765448752
Portland Trail Blazers,New Orleans Pelicans,0.7497443972882697
San Antonio Spurs,Utah Jazz,0.8487796546380066
